name,code,country,latitude,longitude,elevation,style,runway_direction,runway_length,runway_width,frequency,description
Obstacle,Obsta,PL,52.02611666666667,18.6427,104.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.0211,18.6525,107.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.0227,18.644033333333333,104.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.019466666666666,18.6435,74.0,8,,,,,Height: Unknown
Turbina wiatrowa,Turbi,PL,53.01205,17.29445,121.0,8,,,,,Height: Unknown
Aerator,Aerat,PL,52.980183333333336,15.217033333333333,55.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.2265,17.592216666666666,92.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.24185,17.578033333333334,94.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.2217,17.58825,95.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.21913333333333,17.674316666666666,92.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.22363333333333,17.596033333333335,94.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.243766666666666,17.571533333333335,114.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.21836666666667,17.662383333333334,89.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.22213333333333,17.670816666666667,94.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.229866666666666,17.625033333333334,99.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.22833333333333,17.587366666666668,93.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.22951666666667,17.594733333333334,101.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.2163,17.669916666666666,87.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.245916666666666,17.5774,88.0,8,,,,,Height: Unknown
Farma wiatrowa Kołaczkowo,Farma,PL,52.22886666666667,17.6175,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.08036666666667,15.6195,78.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.431666666666665,23.5218,306.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.426,23.5235,308.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.42903333333334,23.522666666666666,305.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.423233333333336,23.523216666666666,296.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.00568333333333,19.466483333333333,119.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.00641666666667,19.46875,134.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.10885,18.452066666666667,101.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.109883333333336,18.447233333333333,101.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.67265,19.666150000000002,200.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.67275,19.669033333333335,201.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.67255,19.663266666666665,206.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.672466666666665,19.660416666666666,194.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.91728333333333,17.23745,152.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.91988333333333,17.24075,150.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.91858333333333,17.239083333333333,156.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.12165,17.013466666666666,114.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.8027,19.749566666666666,107.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.154316666666666,17.9551,81.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.15578333333333,17.947033333333334,89.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.528483333333334,19.710583333333332,212.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.5272,19.709966666666666,231.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.456633333333336,23.663533333333334,237.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.91096666666667,17.2439,140.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.28256666666667,17.7722,78.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.2818,17.781533333333332,99.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.276516666666666,17.777483333333333,82.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.625683333333335,18.13925,101.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.10476666666667,20.322366666666667,95.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.103766666666665,20.322116666666666,90.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.24386666666667,21.707933333333333,174.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.2448,21.708216666666665,182.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.10848333333333,19.80635,210.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.688433333333336,17.527933333333333,136.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.9124,21.5587,98.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.14058333333333,19.427533333333333,224.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.790483333333334,17.894516666666668,121.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.29796666666667,18.700566666666667,114.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.345416666666665,18.73281666666667,112.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.2969,18.700366666666667,112.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.29905,18.700766666666667,113.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.296,18.7002,120.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.40488333333333,20.871266666666667,194.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.2713,18.811316666666666,121.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.78995,18.96895,65.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.457283333333336,21.251016666666665,157.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.455799999999996,21.252916666666668,155.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.456583333333334,21.251966666666668,153.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.2071,18.437666666666665,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.20375,18.4385,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.0091,16.415466666666667,178.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.00756666666667,16.409583333333334,180.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.04465,16.43185,176.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.0134,16.419116666666667,172.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.0278,16.407183333333332,188.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.04781666666667,16.4352,164.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.03391666666667,16.39666666666667,197.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.05166666666667,16.41395,167.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.02701666666667,16.420266666666667,171.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.00888333333333,16.4303,203.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.03406666666667,16.40725,185.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.051066666666664,16.436766666666667,164.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.370916666666666,17.727233333333334,96.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.322766666666666,18.452666666666666,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.3204,18.451333333333334,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.786833333333334,20.08866666666667,112.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.392116666666666,21.0234,195.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.03095,20.3755,140.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.09721666666667,18.815133333333332,97.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.09813333333334,18.814799999999998,102.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.09605,18.8155,104.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.000733333333336,16.971033333333335,133.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.55265,17.774333333333335,145.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.4525,17.78265,105.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.45121666666667,17.78323333333333,112.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.17483333333333,17.58865,101.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.17123333333333,17.590083333333332,100.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.176883333333336,17.595583333333334,97.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.275533333333335,19.191666666666666,126.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.64373333333333,18.952483333333333,73.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.64111666666667,18.951733333333333,70.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.64465,18.952666666666666,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.642833333333336,18.952266666666667,66.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.17191666666667,19.415533333333332,131.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.3035,20.966516666666667,185.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.3025,20.9663,181.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.30466666666667,20.96601666666667,177.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.545183333333334,18.487966666666665,99.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.544216666666664,18.4879,100.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.25835,19.127466666666667,108.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.37115,18.2454,81.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.37303333333333,18.246166666666667,82.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.038516666666666,17.75755,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.0962,18.01265,248.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.89751666666667,19.46325,176.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.897666666666666,19.460816666666666,168.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.320116666666664,18.94195,173.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.32195,18.941533333333332,155.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.54388333333333,18.4844,98.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.819633333333336,18.071416666666668,97.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.700583333333334,17.846733333333333,107.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.37285,18.524233333333335,92.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.6314,23.36795,182.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.63345,17.860016666666667,156.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.632333333333335,17.858333333333334,165.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.63295,17.862766666666666,162.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.181733333333334,18.885983333333332,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.61475,18.283966666666668,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.61141666666666,18.28215,84.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.613083333333336,18.283066666666667,101.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.24868333333333,16.52615,121.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.250366666666665,16.5208,138.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.25188333333333,16.515883333333335,141.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.229216666666666,17.53645,90.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.630633333333336,18.94345,322.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.632333333333335,18.94943333333333,320.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.629866666666665,18.951066666666666,325.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.6319,18.95225,314.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.6334,18.94075,323.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.16355,20.205816666666667,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.38003333333333,19.1847,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.134766666666664,18.827583333333333,82.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.13451666666667,18.82305,73.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.02543333333333,17.6581,101.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.02245,17.657683333333335,105.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.02746666666667,17.656716666666668,94.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.82485,18.8623,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.82515,18.870216666666668,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.822466666666664,18.8707,84.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.8428,18.866516666666666,64.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.82908333333334,18.8704,88.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.8202,18.84915,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.84485,18.869983333333334,76.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.84011666666667,18.87848333333333,77.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.84875,18.791883333333335,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.82221666666667,18.85655,76.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.84758333333333,18.8606,81.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.84838333333333,18.849733333333333,70.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.849666666666664,18.85455,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.839666666666666,18.8329,107.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.853366666666666,18.841116666666668,76.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.844966666666664,18.865766666666666,71.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.830983333333336,18.856066666666667,85.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.21596666666667,18.601266666666668,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.21928333333334,18.598583333333334,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.1917,17.7016,91.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.57216666666667,18.6017,169.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.570566666666664,18.60771666666667,164.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.98433333333333,18.743283333333334,34.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.20773333333333,21.540633333333332,151.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.983666666666664,18.734133333333332,44.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.9865,18.73345,39.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.15855,18.29905,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.158366666666666,18.30085,86.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.14938333333333,19.10605,222.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.17313333333333,19.067116666666667,249.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.1467,19.1174,229.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.61765,18.93515,307.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.6182,18.94325,310.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.2148,18.46313333333333,88.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.5229,18.775316666666665,96.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.63251666666667,19.728416666666668,198.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.52466666666667,18.525666666666666,97.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.52738333333333,18.522566666666666,100.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.52793333333333,18.518866666666668,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.52236666666667,18.526766666666667,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.49765,19.62836666666667,199.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.49345,19.629583333333333,188.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.48663333333333,19.628766666666667,197.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.498,19.635416666666668,191.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.490183333333334,19.6292,182.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.499833333333335,19.657883333333334,169.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.49715,19.6421,182.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.49915,19.649716666666666,172.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.534733333333335,19.613183333333332,212.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.534733333333335,19.6156,209.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.531816666666664,19.620983333333335,249.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.224983333333334,18.637783333333335,101.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.25321666666667,18.6775,128.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.137883333333335,18.569533333333332,112.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.1374,18.574783333333333,106.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.133183333333335,18.581533333333333,124.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.13441666666667,18.58513333333333,114.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.2658,18.916433333333334,133.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.60946666666667,17.62805,150.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.628433333333334,17.6528,150.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.62246666666667,17.650233333333333,146.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.60635,17.6343,137.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.6117,17.61795,151.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.319,18.424833333333332,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.31915,18.42185,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.820233333333334,18.88855,127.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.48258333333333,18.961033333333333,153.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.48311666666667,18.96315,155.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.480016666666664,18.96085,156.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.4835,18.956216666666666,151.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.18846666666666,16.4885,158.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.98175,18.745283333333333,34.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.41843333333333,18.782016666666667,138.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.65605,19.21875,100.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.06028333333333,20.377766666666666,153.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.9227,17.43855,136.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.93711666666667,18.242733333333334,119.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.93736666666667,18.244783333333334,116.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.2333,21.253216666666667,171.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.64358333333333,18.711083333333335,87.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.72605,18.365233333333332,70.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.7259,18.369766666666667,76.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.68195,21.6732,203.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.68136666666667,21.671616666666665,202.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.560383333333334,19.784033333333333,151.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.20726666666667,17.639966666666666,82.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.88888333333333,17.9348,97.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.18196666666667,18.943683333333333,85.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.2034,19.433916666666665,119.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.20165,19.440166666666666,99.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.92791666666667,18.8385,280.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.2667,19.158916666666666,186.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.654333333333334,18.7443,84.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.8571,20.0243,168.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.09365,18.02075,235.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.178866666666664,20.634016666666668,208.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.0155,18.936066666666665,205.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.907066666666665,18.25105,74.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.90545,18.25055,75.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.80403333333334,19.702766666666665,115.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.64021666666667,18.1368,102.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.34465,18.347166666666666,93.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.6983,18.677566666666667,80.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.69725,18.677183333333332,83.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.2323,22.237666666666666,209.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.003566666666664,19.400466666666667,99.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.63986666666667,22.409366666666667,135.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.7692,19.307366666666667,316.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.362049999999996,20.096716666666666,346.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.28106666666667,21.44955,164.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.30285,19.24865,115.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.08411666666667,18.25535,28.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.205216666666665,18.7064,116.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.20495,18.7014,124.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.94546666666667,19.44915,121.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.632266666666666,18.591783333333332,148.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,53.2351,19.464933333333335,161.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.789433333333335,18.39925,128.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.427233333333334,21.0652,180.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.18118333333334,19.293666666666667,10.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.18548333333333,20.5762,220.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.18588333333334,20.573933333333333,217.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.9114,18.916916666666665,265.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.91213333333334,18.911266666666666,266.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.91191666666667,17.696133333333332,138.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,50.851683333333334,16.203283333333335,366.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.674549999999996,18.381566666666668,130.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.47266666666667,19.126733333333334,106.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.473283333333335,19.12425,107.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,52.479866666666666,18.6431,100.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.191766666666666,21.213683333333332,195.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.838,18.868766666666666,124.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,51.16408333333333,18.322616666666665,206.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.244883333333334,22.7114,221.0,8,,,,,Height: Unknown
Obstacle,Obsta,PL,54.243883333333336,22.7154,239.0,8,,,,,Height: Unknown
